RECORDNAME,INTID,NBL2,NBL,NBT,NBR,SBL,SBT,SBR,EBU,EBL,EBT,EBR,EBR2,WBU,WBL,WBT,WBR,NEL,NET,NER,NWL2,NWL,NWT,NWR,SEL,SET,SER,SER2,SWL,SWT,SWR,PED,HOLD
SatFlow,250,,0,1685,0,0,1770,2787,0,3433,5085,0,,0,1770,5085,1583,,,,,,,,,,,,,,,,
SatFlowPerm,250,,0,1472,0,0,1391,2787,0,3433,5085,0,,0,1770,5085,1583,,,,,,,,,,,,,,,,
Allow RTOR,250,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,250,,0,118,0,0,0,118,0,0,0,0,,0,0,0,82,,,,,,,,,,,,,,,,
Volume,250,,6,0,8,7,0,13,0,37,964,2,,0,1,2063,32,,,,,,,,,,,,,,,,
Peds,250,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,250,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,250,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,250,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,250,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,250,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,250,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,250,,,129,,,409,,,,593,,,,,705,,,,,,,,,,,,,,,,,
TravelTime,250,,,5.9,,,18.6,,,,9,,,,,10.7,,,,,,,,,,,,,,,,,
Right Channeled,250,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,250,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,250,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,250,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,250,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,250,,50,50,,50,50,50,,50,50,,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,250,,8,8,,4,4,4,,1,6,,,,5,2,2,,,,,,,,,,,,,,,,
DetectPhase2,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,250,,1,1,,1,1,1,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,250,,50,50,,50,50,50,,50,50,,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,250,,3,3,,3,3,3,,3,3,,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,250,,0,0,,0,0,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,250,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,250,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,250,,0,16,0,0,8,14,0,40,1050,0,,0,1,2242,35,,,,,,,,,,,,,,,,
Up Node,251,,7053,7053,,,340,340,271,271,,271,,,,,,,,,,,,,,,,,,,,,
Dest Node,251,,271,340,,,7053,271,271,340,,7053,,,,,,,,,,,,,,,,,,,,,
Lanes,251,,1,3,,,3,1,0,2,,1,,,,,,,,,,,,,,,,,,,,,
Shared,251,,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Width,251,,12,12,,,12,12,12,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,251,,50,,,,,145,,140,,,,,,,,,,,,,,,,,,,,,,,
Taper,251,,25,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,
StLanes,251,,1,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
Grade,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,251,,,40,,,30,,,30,,,,,,,,,,,,,,,,,,,,,,,
Phase1,251,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,251,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
LostTime,251,,4,4,,,4,4,4,4,,4,,,,,,,,,,,,,,,,,,,,,
Lost Time Adjust,251,,-2,-2,,,-2,-2,0,-2,,-2,,,,,,,,,,,,,,,,,,,,,
IdealFlow,251,,1900,1900,,,1900,1900,1900,1900,,1900,,,,,,,,,,,,,,,,,,,,,
SatFlow,251,,1770,5085,,,5085,1583,0,3433,,1583,,,,,,,,,,,,,,,,,,,,,
SatFlowPerm,251,,972,5085,,,5085,1583,0,3433,,1583,,,,,,,,,,,,,,,,,,,,,
Allow RTOR,251,,1,1,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
SatFlowRTOR,251,,0,0,,,0,68,0,0,,15,,,,,,,,,,,,,,,,,,,,,
Volume,251,,25,1000,,,342,63,0,10,,14,,,,,,,,,,,,,,,,,,,,,
Peds,251,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
Bicycles,251,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
PHF,251,,0.92,0.92,,,0.92,0.92,0.92,0.92,,0.92,,,,,,,,,,,,,,,,,,,,,
Growth,251,,100,100,,,100,100,100,100,,100,,,,,,,,,,,,,,,,,,,,,
HeavyVehicles,251,,2,2,,,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,
BusStops,251,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
Midblock,251,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Distance,251,,,1072,,,815,,,152,,,,,,,,,,,,,,,,,,,,,,,
TravelTime,251,,,18.3,,,18.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
Right Channeled,251,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Alignment,251,,0,0,,,0,1,3,0,,1,,,,,,,,,,,,,,,,,,,,,
Enter Blocked,251,,0,0,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
HeadwayFact,251,,1,1,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
Turning Speed,251,,15,60,,,60,9,9,15,,9,,,,,,,,,,,,,,,,,,,,,
FirstDetect,251,,50,50,,,50,50,,50,,50,,,,,,,,,,,,,,,,,,,,,
LastDetect,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
DetectPhase1,251,,1,1,,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,
DetectPhase2,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
DetectPhase3,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
DetectPhase4,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
SwitchPhase,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
numDetects,251,,1,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
DetectPos1,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
DetectSize1,251,,50,50,,,50,50,,50,,50,,,,,,,,,,,,,,,,,,,,,
DetectType1,251,,3,3,,,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,,
DetectExtend1,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
DetectQueue1,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
DetectDelay1,251,,0,0,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
Exit Lanes,251,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
CBD,251,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,251,,27,1087,,,372,68,0,11,,15,,,,,,,,,,,,,,,,,,,,,
Up Node,252,,,,,,,,374,374,374,374,,157,157,157,157,294,294,294,,,,,,,,,7053,7053,7053,,
Dest Node,252,,,,,,,,374,7053,157,294,,157,294,374,7053,374,7053,157,,,,,,,,,157,294,374,,
Lanes,252,,,,,,,,0,1,1,1,,0,1,2,0,1,3,0,,,,,,,,,1,3,1,,
Shared,252,,,,,,,,,0,0,,,,0,2,,0,2,,,,,,,,,,0,0,,,
Width,252,,,,,,,,12,12,12,12,,12,12,12,12,12,12,12,,,,,,,,,12,12,12,,
Storage,252,,,,,,,,,170,,170,,,155,,,200,,,,,,,,,,,185,,180,,
Taper,252,,,,,,,,,25,,25,,,25,,,25,,,,,,,,,,,25,,25,,
StLanes,252,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,1,,1,,
Grade,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,252,,,,,,,,,,30,,,,,35,,,40,,,,,,,,,,,30,,,
Phase1,252,,,,,,,,,,6,,,,,2,,3,8,,,,,,,,,,7,4,,,
PermPhase1,252,,,,,,,,,6,,6,,,2,,,,,,,,,,,,,,,,4,,
LostTime,252,,,,,,,,4,4,4,4,,4,4,4,4,4,4,4,,,,,,,,,4,4,4,,
Lost Time Adjust,252,,,,,,,,0,-2,-2,-2,,0,-2,-2,0,0,-2,0,,,,,,,,,0.5,-2,-2,,
IdealFlow,252,,,,,,,,1900,1900,1900,1900,,1900,1900,1900,1900,1900,1900,1900,,,,,,,,,1900,1900,1900,,
SatFlow,252,,,,,,,,0,1770,1863,1583,,0,1770,3022,0,1770,5070,0,,,,,,,,,1770,5085,1583,,
SatFlowPerm,252,,,,,,,,0,848,1863,1583,,0,1408,3022,0,1770,5070,0,,,,,,,,,1770,5085,1583,,
Allow RTOR,252,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,1,1,1,,
SatFlowRTOR,252,,,,,,,,0,0,0,129,,0,0,417,0,0,3,0,,,,,,,,,0,0,69,,
Volume,252,,,,,,,,0,3,3,9,,0,6,9,384,7,582,12,,,,,,,,,52,298,17,,
Peds,252,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,
Bicycles,252,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,
PHF,252,,,,,,,,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,,,,0.92,0.92,0.92,,
Growth,252,,,,,,,,100,100,100,100,,100,100,100,100,100,100,100,,,,,,,,,100,100,100,,
HeavyVehicles,252,,,,,,,,2,2,2,2,,2,2,2,2,2,2,2,,,,,,,,,2,2,2,,
BusStops,252,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,
Midblock,252,,,,,,,,,,0,,,,,0,,,0,,,,,,,,,,,0,,,
Distance,252,,,,,,,,,,197,,,,,914,,,381,,,,,,,,,,,464,,,
TravelTime,252,,,,,,,,,,4.5,,,,,17.8,,,6.5,,,,,,,,,,,10.5,,,
Right Channeled,252,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,,,,0,,
Alignment,252,,,,,,,,3,0,0,1,,3,0,0,1,0,0,1,,,,,,,,,0,0,1,,
Enter Blocked,252,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,
HeadwayFact,252,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,1,1,1,,
Turning Speed,252,,,,,,,,9,15,60,9,,9,15,60,9,15,60,9,,,,,,,,,15,60,9,,
FirstDetect,252,,,,,,,,,50,50,50,,,50,50,,50,50,,,,,,,,,,50,50,50,,
LastDetect,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
DetectPhase1,252,,,,,,,,,6,6,6,,,2,2,,3,8,,,,,,,,,,7,4,4,,
DetectPhase2,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
DetectPhase3,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
DetectPhase4,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
SwitchPhase,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
numDetects,252,,,,,,,,,1,1,1,,,1,1,,1,1,,,,,,,,,,1,1,1,,
DetectPos1,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
DetectSize1,252,,,,,,,,,50,50,50,,,50,50,,50,50,,,,,,,,,,50,50,50,,
DetectType1,252,,,,,,,,,3,3,3,,,3,3,,3,3,,,,,,,,,,3,3,3,,
DetectExtend1,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
DetectQueue1,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
DetectDelay1,252,,,,,,,,,0,0,0,,,0,0,,0,0,,,,,,,,,,0,0,0,,
Exit Lanes,252,,,,,,,,,,0,,,,,0,,,0,,,,,,,,,,,0,,,
CBD,252,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Lane Group Flow,252,,,,,,,,0,3,3,10,,0,7,427,0,8,646,0,,,,,,,,,57,324,18,,
Up Node,253,,263,263,263,248,248,248,267,267,267,267,,408,408,408,408,,,,,,,,,,,,,,,,
Dest Node,253,,267,248,408,408,263,267,267,248,408,263,,408,263,267,248,,,,,,,,,,,,,,,,
Lanes,253,,1,2,0,1,3,0,0,0,1,1,,0,0,1,1,,,,,,,,,,,,,,,,
Shared,253,,0,2,,0,2,,,0,1,,,,0,1,,,,,,,,,,,,,,,,,
Width,253,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,253,,100,,,100,,,,,,80,,,,,50,,,,,,,,,,,,,,,,
Taper,253,,25,,,25,,,,,,25,,,,,25,,,,,,,,,,,,,,,,
StLanes,253,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
Grade,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,253,,,35,,,45,,,,30,,,,,30,,,,,,,,,,,,,,,,,
Phase1,253,,,1,,,1,,,,2,,,,,2,,,,,,,,,,,,,,,,,
PermPhase1,253,,1,,,1,,,,2,,2,,,2,,2,,,,,,,,,,,,,,,,
LostTime,253,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,253,,-2,-2,0,-2,-2,0,0,-2,-2,-2,,0,-2,-2,-2,,,,,,,,,,,,,,,,
IdealFlow,253,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,253,,1770,3529,0,1770,5065,0,0,0,1777,1583,,0,0,1788,1583,,,,,,,,,,,,,,,,
SatFlowPerm,253,,812,3529,0,548,5065,0,0,0,1356,1583,,0,0,1436,1583,,,,,,,,,,,,,,,,
Allow RTOR,253,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,253,,0,4,0,0,7,0,0,0,0,68,,0,0,0,30,,,,,,,,,,,,,,,,
Volume,253,,22,852,19,8,492,15,0,36,1,63,,0,5,1,4,,,,,,,,,,,,,,,,
Peds,253,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,253,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,253,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,253,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,253,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,253,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,253,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,253,,,1337,,,1336,,,,353,,,,,201,,,,,,,,,,,,,,,,,
TravelTime,253,,,26,,,20.2,,,,8,,,,,4.6,,,,,,,,,,,,,,,,,
Right Channeled,253,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,253,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,253,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,253,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,253,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,253,,50,50,,50,50,,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,253,,1,1,,1,1,,,2,2,2,,,2,2,2,,,,,,,,,,,,,,,,
DetectPhase2,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,253,,1,1,,1,1,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,253,,50,50,,50,50,,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,253,,3,3,,3,3,,,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,253,,0,0,,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,253,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,253,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,253,,24,947,0,9,551,0,0,0,40,68,,0,0,6,4,,,,,,,,,,,,,,,,
Up Node,254,,445,445,,,2881,2881,,,,,,,,,,,,,,,,,450,,450,,,,,,
Dest Node,254,,450,2881,,,445,450,,,,,,,,,,,,,,,,,2881,,445,,,,,,
Lanes,254,,1,2,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Shared,254,,0,1,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,
Width,254,,12,12,,,12,12,,,,,,,,,,,,,,,,,12,,12,,,,,,
Storage,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,254,,,30,,,30,,,,,,,,,,,,,,,,,,30,,,,,,,,
SignControl,254,,,0,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
IdealFlow,254,,1900,1900,,,1900,1900,,,,,,,,,,,,,,,,,1900,,1900,,,,,,
SatFlow,254,,1695,3390,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
SatFlowPerm,254,,1695,3390,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Allow RTOR,254,,1,1,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,
SatFlowRTOR,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Volume,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Peds,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Bicycles,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
PHF,254,,0.92,0.92,,,0.92,0.92,,,,,,,,,,,,,,,,,0.92,,0.92,,,,,,
Growth,254,,100,100,,,100,100,,,,,,,,,,,,,,,,,100,,100,,,,,,
HeavyVehicles,254,,2,2,,,2,2,,,,,,,,,,,,,,,,,2,,2,,,,,,
BusStops,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Midblock,254,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,
Distance,254,,,367,,,3965,,,,,,,,,,,,,,,,,,613,,,,,,,,
TravelTime,254,,,8.3,,,90.1,,,,,,,,,,,,,,,,,,13.9,,,,,,,,
Right Channeled,254,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,
Alignment,254,,0,0,,,0,1,,,,,,,,,,,,,,,,,0,,1,,,,,,
Enter Blocked,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
HeadwayFact,254,,1,1,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,
Turning Speed,254,,15,60,,,60,9,,,,,,,,,,,,,,,,,15,,9,,,,,,
FirstDetect,254,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LastDetect,254,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exit Lanes,254,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,
CBD,254,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,254,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,254,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,,,,,
Up Node,264,,,488,488,747,747,,,,,,,,,,,,,,,489,,489,,,,,,,,,
Dest Node,264,,,747,489,489,488,,,,,,,,,,,,,,,488,,747,,,,,,,,,
Lanes,264,,,0,0,0,2,,,,,,,,,,,,,,,0,,2,,,,,,,,,
Shared,264,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
Width,264,,,12,12,12,12,,,,,,,,,,,,,,,12,,12,,,,,,,,,
Storage,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,264,,,30,,,30,,,,,,,,,,,,,,,30,,,,,,,,,,,
SignControl,264,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
IdealFlow,264,,,1900,1900,1900,1900,,,,,,,,,,,,,,,1900,,1900,,,,,,,,,
SatFlow,264,,,0,0,0,3539,,,,,,,,,,,,,,,0,,3278,,,,,,,,,
SatFlowPerm,264,,,0,0,0,3539,,,,,,,,,,,,,,,0,,3278,,,,,,,,,
Allow RTOR,264,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
SatFlowRTOR,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Volume,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Peds,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Bicycles,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
PHF,264,,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,0.92,,0.92,,,,,,,,,
Growth,264,,,100,100,100,100,,,,,,,,,,,,,,,100,,100,,,,,,,,,
HeavyVehicles,264,,,2,2,2,2,,,,,,,,,,,,,,,2,,2,,,,,,,,,
BusStops,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Midblock,264,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
Distance,264,,,882,,,1008,,,,,,,,,,,,,,,986,,,,,,,,,,,
TravelTime,264,,,20,,,22.9,,,,,,,,,,,,,,,22.4,,,,,,,,,,,
Right Channeled,264,,,,0,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
Alignment,264,,,0,1,0,0,,,,,,,,,,,,,,,0,,1,,,,,,,,,
Enter Blocked,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
HeadwayFact,264,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
Turning Speed,264,,,60,9,15,60,,,,,,,,,,,,,,,15,,9,,,,,,,,,
FirstDetect,264,,,,,,50,,,,,,,,,,,,,,,,,50,,,,,,,,,
LastDetect,264,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
Exit Lanes,264,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
CBD,264,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,264,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Up Node,268,,,289,289,429,429,,,,,,,,,,,,,,,,,,,,,,448,,448,,
Dest Node,268,,,429,448,448,289,,,,,,,,,,,,,,,,,,,,,,289,,429,,
Lanes,268,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,,0,,
Shared,268,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Width,268,,,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,12,,12,,
Storage,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,268,,,30,,,45,,,,,,,,,,,,,,,,,,,,,,30,,,,
SignControl,268,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
IdealFlow,268,,,1900,1900,1900,1900,,,,,,,,,,,,,,,,,,,,,,1900,,1900,,
SatFlow,268,,,0,0,0,1863,,,,,,,,,,,,,,,,,,,,,,1863,,0,,
SatFlowPerm,268,,,0,0,0,1863,,,,,,,,,,,,,,,,,,,,,,1863,,0,,
Allow RTOR,268,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,
SatFlowRTOR,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Volume,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Peds,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Bicycles,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
PHF,268,,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,,,,,,,0.92,,0.92,,
Growth,268,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,100,,100,,
